Species,SpecCode,CommonName,ITOFF.Group,Kingdom,Phylum,Class,Order,Family,Genus,System,Group,Status,EstabwildSuccess,Means_Introduction,IUCN_Status,Polar,Boreal,Temperate,SubTropical,Tropical,Impacting,Impacted_by,ReproMode,Fertilization,RepGuild1,RepGuild2,Spawning,MeanFecundity,MinFecundity,MaxFecundity,BroodSize,AgeMaturity_Years_Estimate,MeanAgeMaturity_Years,GenerationTime_Years_Estimate,TrophicLevel_Estimate,TrophicLevel,FeedingType,Relative_BrainWeight,Longevity_Years_Estimate,Tmax,Wmax,Lmax,TempPref_min,TempPref_max,TempRange,TolerableTemp_min,TolerableTemp_max,Temp_Range_tolerable,Sources
Microctenopoma ansorgii,10030,Ornate ctenopoma,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Microctenopoma,Freshwater,Nonnative,Established,1,,LC,,,,,1,,,dioecism,external,guarders,nesters,,,,,,,,,3.2,,,,,,,,26,28,2,,,,FishBase
Moenkhausia oligolepis,12391,Glass tetra,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,Freshwater,Nonnative,Invasive,0,Ornamental,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,1.2,,1.7,,3.5,predator,,4.1,,,,,,,,,,FishBase
Myloplus schomburgkii,11960,Disk tetra,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Myloplus,Freshwater,Nonnative,Reported,,Ornamental,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,,,,,,,,,23,27,4,,,,FishBase
Mylossoma duriventre,12977,,1,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylossoma,Freshwater,Nonnative,Reported,,Ornamental,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,1,,1,,2.84,variable,,3.8,,,,22,28,6,,,,FishBase
Mystus leucophasis,13303,,1,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,,,,,,,,,,,3.3,,,,,,,25,,,,,,,FishBase
Mystus nigriceps,11990,Twospot catfish,1,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,,,,,,,,2.5,,2.7,,3.299999952,,,9.8,,,30,20,26,6,,,,FishBase
Nannostomus unifasciatus,10761,Oneline pencilfish,1,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Nannostomus,Freshwater,Nonnative,Failed,,Other,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,,3.27,predator,,,,,,25,28,3,,,,FishBase
Nematobrycon palmeri,10683,Emperor tetra,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Nematobrycon,Freshwater,Nonnative,Reported,,Ornamental,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,0.6,,0.8,,3.22,variable,,1.8,,,,23,27,4,,,,FishBase
Neogobius fluviatilis,4720,Monkey goby,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Neogobius,Freshwater_Brackish,Nonnative,Invasive,1,Diffused from other countries; Accidental,LC,,1,1,1,,,,dioecism,external,guarders,clutch tenders,,1212.5,215,2210,,,2,1.2,,3.74,predator,,,5,,20,4,20,16,,,,FishBase
Nimbochromis polystigma,2277,,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Nimbochromis,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,in mouth,bearers,external brooders,,,,20,,1.4,,1.5,,4.2,predator,,5.4,,,,23,25,2,,,,FishBase
Nimbochromis venustus,2279,,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Nimbochromis,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,in mouth,bearers,external brooders,,,,120,,1.5,,1.6,,4.2,predator,,5.9,,,,25,27,2,,,,FishBase
Ochetobius elongatus,25599,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Xenocyprididae,Ochetobius,Freshwater_Brackish,Nonnative,Failed,0,Fisheries,LC,,,1,1,1,,,dioecism,external,nonguarders,,,,,,,2.8,,3.3,3.2,,,,11.4,,,41.09999847,,,,,,,FishBase
Oliotius oligolepis,4763,Checkered barb,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Oliotius,Freshwater,Nonnative,Invasive,1,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,,,,,,,0.6,,0.7,,2.95,variable,,1.6,,,,20,24,4,,,,FishBase
Oncorhynchus rhodurus,4731,Japanese Amago,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Freshwater_Brackish_Marine,Nonnative,Failed,0,Fishing recreation; Aquaculture,,,,1,1,,,,dioecism,external,nonguarders,brood hiders,once in a lifetime,,,,,3.1,,3.8,3.7,,,,13,,,,,,,,,,FishBase
Opsariichthys bidens,27264,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Xenocyprididae,Opsariichthys,Freshwater,Nonnative,Established,1,Aquaculture,LC,,,1,1,1,,,dioecism,external,nonguarders,,,,,,,1.7,,2.4,3.2,,,,6.4,,,19.60000038,10,20,10,,,,FishBase
Oreochromis andersonii,1399,Three spotted tilapia,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Oreochromis,Freshwater_Brackish,Nonnative,Invasive,0.75,Aquaculture; Diffused from other countries,VU,,,,1,1,,,dioecism,in mouth,bearers,external brooders,one clear seasonal peak per year,539.5,349,730,,,4,2.9,,2.39,sucking food-containing material,,,13,,,18,33,15,,,,FishBase
Oreochromis karongae,2042,Karonga tilapia,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Oreochromis,Freshwater,Nonnative,Established,,Aquaculture,CR,,,,,1,,,dioecism,in mouth,bearers,external brooders,one clear seasonal peak per year,,,,324,2.9,,3.4,,2,filtering plankton,,11.9,,,34,22,28,6,,,,FishBase
Oreochromis shiranus,1432,Shire tilapia,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Oreochromis,Freshwater_Brackish,Nonnative,Failed,0,Aquaculture,LC,,,,,1,,,dioecism,in mouth,bearers,external brooders,one clear seasonal peak per year,250,100,400,,1.2,,1.2,,2.255,grazer,,4.4,,,39,23,42,19,,,,FishBase
Oreochromis spilurus,1416,Sabaki tilapia,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Oreochromis,Freshwater_Brackish,Nonnative,Invasive,0.6,Aquaculture,LC,,,1,,1,,,dioecism,in mouth,bearers,external brooders,,,,,,,0.584999979,0.7,,2.52,grazer,,2.3,,,,24,28,4,,,,FishBase
Oreochromis tanganicae,1440,Tanganyika tilapia,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Oreochromis,Freshwater,Nonnative,Reported,,,LC,,,,,1,,,dioecism,,bearers,external brooders,,,,,,2.3,,2.8,,2,filtering plankton,0.698268267,9.5,,,,24,26,2,,,,FishBase
Osteochilus vittatus,277,Bonylip barb,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Osteochilus,Freshwater,Nonnative,Established,1,,LC,,,,,1,,,dioecism,external,nonguarders,,,121795.5,29070,214521,,2.2,,2.5,,2.819999933,predator,,8.9,,,27.33333333,22,26,4,,,,FishBase
Pachychilon pictum,26627,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Pachychilon,Freshwater,Nonnative,Invasive,1,,LC,,,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,2.9,,4,,2.78,grazer,,10.4,,,18,,,,,,,FishBase
Pachypanchax playfairii,9878,Golden panchax,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Pachypanchax,Freshwater_Brackish,Nonnative,Established,,,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,125,,,,,3.6,predator,,,,,,22,24,2,,,,FishBase
Pantodon buchholzi,2075,Freshwater butterflyfish,1,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Pantodontidae,Pantodon,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,internal (oviduct),nonguarders,open water/substratum egg scatterers,,150,80,220,,,,,,3.57,predator,12.11896963,,,,,23,30,7,,,,FishBase
Parabramis pekinensis,282,White amur bream,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Xenocyprididae,Parabramis,Freshwater_Brackish,Nonnative,Established,0.5,Aquaculture; Accidental,LC,,1,1,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,6,8.6,,2,browser,,28.6,,,36.5,10,20,10,,,,FishBase
Paracheirodon axelrodi,8195,Cardinal tetra,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Paracheirodon,Freshwater,Nonnative,Reported,,Ornamental,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,500,,0.4,,0.5,,3.28,predator,,1.1,,,,23,27,4,,,,FishBase
Paracheirodon simulans,12394,Green neon tetra,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Paracheirodon,Freshwater,Nonnative,Reported,,Ornamental,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,3,,,,,,,,23,27,4,,,,FishBase
Parachromis motaguensis,4776,False yellowjacket cichlid,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Freshwater_Brackish,Nonnative,Failed,0,Aquaculture,LC,,,,,1,,,dioecism,external,guarders,nesters,,,,,,1.8,,1.9,,3.36,predator,,6.9,,,,25,30,5,,,,FishBase
Parambassis siamensis,16164,,1,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,Freshwater,Nonnative,Established,1,,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,3.4,,,,,,,7.25,,,,,,,FishBase
Parosphromenus deissneri,12078,Licorice gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Parosphromenus,Freshwater,Nonnative,Reported,,Ornamental,EN,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,,,,,,3.2,,,,,,,,24,28,4,,,,FishBase
Pelvicachromis taeniatus,8799,,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Pelvicachromis,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,guarders,nesters,,95,40,150,,,,,3.3,,,,,,,,22,25,3,,,,FishBase
Pethia nigrofasciata,6144,Black ruby barb,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,Freshwater,Nonnative,Invasive,1,Ornamental,VU,,,,,1,,,dioecism,external,nonguarders,,,,,,100,0.7,,0.9,,2,browser,,2.1,,,,22,26,4,,,,FishBase
Petitella georgiae,10695,False rummynose tetra,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Petitella,Freshwater,Nonnative,Reported,,Ornamental,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,0.6,,0.8,,2.97,variable,,1.7,,,,22,26,4,,,,FishBase
Placidochromis electra,2147,Deep-water hap,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Placidochromis,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,in mouth,bearers,external brooders,,,,,50,1,,1.4,,2.79,grazer,,3.5,,,,24,26,2,,,,FishBase
Planiliza haematocheilus,13000,So-iuy mullet,1,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Planiliza,Freshwater_Brackish_Marine,Nonnative,Invasive,0.875,Fisheries; Aquaculture; Diffused from other countries,,,,1,1,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,1410437,454300,2366574,,,4.5,6.7,,2.5,grazer,,20.5,,,53,,,,,,,FishBase
Psalidodon anisitsi,51004,Buenos Aires tetra,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Psalidodon,Freshwater,Nonnative,Reported,,Ornamental,,,,,1,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,1.3,,1.7,,2.98,variable,,4.4,,,13.19999981,,,,,,,FishBase
Pseudeutropius moolenburghae,23292,,1,Animalia,Chordata,Actinopterygii,Siluriformes,Horabagridae,Pseudeutropius,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,0.4,,0.6,3.2,,,,1.5,,,,22,,,,,,FishBase
Pseudomugil furcatus,10530,Forktail rainbowfish,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae,Pseudomugil,Freshwater,Nonnative,Reported,,Ornamental,,,,,1,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,3.3,,,,,,,,24,26,2,,,,FishBase
Pseudomugil gertrudae,22749,Spotted blue-eye,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae,Pseudomugil,Freshwater_Brackish,Nonnative,Reported,,Ornamental,LC,,,,1,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,3.3,,,,,,,,25,30,5,23,,,FishBase
Pseudomugil signifer,22750,Pacific blue eye,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae,Pseudomugil,Freshwater_Brackish,Nonnative,Reported,,Ornamental,LC,,,,1,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,No obvious seasonal peak,,,,,,,,,2.86,,,,,,,23,28,5,15,28,13,FishBase
Pseudomystus siamensis,11987,Asian bumblebee catfish,1,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Pseudomystus,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,,guarders,clutch tenders,,,,,,1.7,,2.3,,3.3,predator,,6.1,,,18,20,26,6,,,,FishBase
Puntigrus partipentazona,27130,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntigrus,Freshwater,Nonnative,Established,1,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,500,,0.6,,0.8,,2.869999886,,,1.9,,,6,22,25,3,,,,FishBase
Pyrrhulina laeta,10765,Halfbanded pyrrhulina,1,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Pyrrhulina,Freshwater,Nonnative,Established,1,,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,,3.26,predator,,,,,,23,27,4,,,,FishBase
Rasbora borapetensis,10834,Blackline rasbora,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Rasbora,Freshwater,Nonnative,Established,1,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,35,30,40,,1.2,,1.6,,3.29,,,4,,,10,22,26,4,,,,FishBase
Rasbora caudimaculata,10364,Greater scissortail,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Rasbora,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,2.2,,3,,3.299999952,predator,,7.8,,,,20,26,6,,,,FishBase
Rasbora einthovenii,10371,Brilliant rasbora,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Rasbora,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,brood hiders,,,,,,1.1,,1.5,,3.27,predator,,3.6,,,,22,26,4,,,,FishBase
Rasbora elegans,12179,Twospot rasbora,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Rasbora,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,3.3,,,,,,,,22,25,3,,,,FishBase
Rasbora trilineata,4771,Three-lined rasbora,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Rasbora,Freshwater,Nonnative,Invasive,1,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,brood hiders,,,,,,1.5,,2,,3.25,,,5.1,,,5,23,25,2,,,,FishBase
Retropinna semoni,6511,Australian smelt,1,Animalia,Chordata,Actinopterygii,Osmeriformes,Retropinnidae,Retropinna,Freshwater_Brackish,Nonnative,Reported,,,LC,,,,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,1,1.1,,2.789999962,variable,,2.6,,,,10,25,15,,,,FishBase
Rhinogobius similis,23114,,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobius,Freshwater,Nonnative,Invasive,1,Accidental,,,,1,,,,,dioecism,,guarders,clutch tenders,,,,,,1.2,,1.6,3.3,,,,4,,,,,,,,,,FishBase
Salmo ischchan,4792,Sevan trout,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Freshwater,Nonnative,Invasive,0.5,Fisheries; Aquaculture,CR,,,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,6.1,,9.2,,3.285,predator,,28.8,,,,,,,,,,FishBase
Sarmarutilus rubilio,26090,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Sarmarutilus,Freshwater,Nonnative,Established,1,Aquaculture,,,,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,16801.5,1718,31885,,,2.5,4.8,,2.84,grazer,,,6.833333333,,20.31999969,10,27,17,,,,FishBase
Schizothorax richardsonii,8705,Snowtrout,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,Freshwater,Nonnative,Reported,,Fisheries,VU,,,1,1,1,,,dioecism,external,nonguarders,,,31740,23276,40204,,2,,2.6,,2,variable,,8.5,,,30,,,,,,,FishBase
Sciaenochromis ahli,2239,Electric blue hap,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Sciaenochromis,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,bearers,external brooders,,,,,,1.3,,1.8,,4.2,predator,,4.7,,,,24,26,2,,,,FishBase
Scortum barcoo,14946,Barcoo grunter,1,Animalia,Chordata,Actinopterygii,Centrarchiformes,Terapontidae,Scortum,Freshwater,Nonnative,Reported,,,LC,,,1,1,,,,dioecism,external,guarders,clutch tenders,,,,,,,,,2.7,,,,,,,,10,30,20,,40,,FishBase
Serranochromis jallae,5362,Nembwe,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Serranochromis,Freshwater,Nonnative,Established,1,Fishing recreation,LC,,,,1,1,,,dioecism,,bearers,external brooders,,,,,,,,,4.1,,,,,,,,,,,,,,FishBase
Serrasalmus humeralis,4759,Pirambeba,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Serrasalmus,Freshwater_Brackish,Nonnative,Failed,0,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,0.8,,1.2,,4.02,,,3.1,,,,,,,11,,,FishBase
Sicyopterus micrurus,22506,Clinging goby,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Sicyopterus,Freshwater_Brackish_Marine,Nonnative,Reported,,Ornamental,,,,,1,1,,,dioecism,external,guarders,,,,,,,1.2,,1.6,,,,,3.8,,,,,,,,,,FishBase
Stolothrissa tanganicae,1549,Lake Tanganyika sprat,1,Animalia,Chordata,Actinopterygii,Clupeiformes,Dorosomatidae,Stolothrissa,Freshwater,Nonnative,Reported,,Fill ecological niche,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,Two seasonal peaks per year,,,,,,0.449999988,0.6,,2.74,variable,,1.6,,,,,,,,,,FishBase
Strongylura krefftii,8817,Long tom,1,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Strongylura,Freshwater_Brackish,Nonnative,Reported,,Ornamental,LC,,,,1,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,2,,2.8,,3.61,predator,,9,,,,,,,,,,FishBase
Symphysodon aequifasciatus,11185,Blue discus,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Symphysodon,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,,,1.2,,1.6,,3.3,variable,,4,,,,26,30,4,,,,FishBase
Synodontis angelicus,9536,Angel squeaker,1,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,2.7,,3.4,2.8,,,,11.4,,,,24,28,4,,,,FishBase
Synodontis nigriventris,9599,Blotched upsidedown catfish,1,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,,,0.7,,0.9,,2.93,predator,,2.2,,,,22,26,4,,,,FishBase
Systomus pleurotaenia,6145,Black lined barb,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Systomus,Freshwater,Nonnative,Reported,,Ornamental,VU,,,,,1,,,dioecism,external,nonguarders,,,,,,,1.4,,1.9,,2.34,variable,,4.8,,,,22,26,4,,29,,FishBase
Systomus rubripinnis,4794,Javaen barb,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Systomus,Freshwater,Nonnative,Established,1,,,,,,,1,,,dioecism,external,nonguarders,,,,,,,2.3,,2.4,,2.88,predator,,8.8,,,25,22,25,3,,,,FishBase
Telestes souffia,6462,Vairone,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Telestes,Freshwater,Nonnative,Invasive,0.5,,LC,,,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,3.1,,3.2,,3.37,predator,,11.4,,,20,10,20,10,,,,FishBase
Telmatherina celebensis,6299,Celebes rainbow,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Telmatherinidae,Telmatherina,Freshwater,Nonnative,Reported,,Ornamental,NT,,,,1,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,3.1,,,,,,,10.31999969,,,,,,,FishBase
Terapon jarbua,4458,Jarbua terapon,1,Animalia,Chordata,Actinopterygii,Centrarchiformes,Terapontidae,Terapon,Freshwater_Brackish_Marine,Nonnative,Established,1,Lessepsian migration; Accidental with ships,LC,,,1,1,1,,,dioecism,external,guarders,clutch tenders,,,,,,3.1,,3.5,,3.52,predator,1.474576271,12.3,,,28.6,26,29,3,,,,FishBase
Terapon puta,7946,Small-scaled terapon,1,Animalia,Chordata,Actinopterygii,Centrarchiformes,Terapontidae,Terapon,Freshwater_Brackish_Marine,Nonnative,Established,1,Lessepsian migration,,,,,1,1,,,dioecism,external,guarders,clutch tenders,one clear seasonal peak per year,,,,,1.8,,1.9,,3.12,predator,9.743269231,6.9,,,25,,,,,,,FishBase
Terapon theraps,4829,Largescaled terapon,1,Animalia,Chordata,Actinopterygii,Centrarchiformes,Terapontidae,Terapon,Freshwater_Brackish_Marine,Nonnative,Established,1,Lessepsian migration; Accidental with ships,LC,,,1,1,1,,,dioecism,external,guarders,clutch tenders,,,,,,1.2,,1.3,,3.49,predator,,4.7,,,25,,,,,,,FishBase
Thayeria boehlkei,10716,Blackline penguinfish,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Thayeria,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,1000,,0.5,,0.7,,3.3,predator,,1.4,,,,22,28,6,,,,FishBase
Thayeria obliqua,12401,Penguinfish,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Thayeria,Freshwater,Nonnative,Failed,0,Ornamental,,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,3.1,,,,,,,,22,28,6,,,,FishBase
Trichopodus microlepis,4729,Moonlight gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichopodus,Freshwater,Nonnative,Invasive,1,Ornamental,LC,,,,,1,,,dioecism,external,guarders,nesters,,,,,750,0.8,,1.2,,3.36,,,3,,,14,26,30,4,,,,FishBase
Trichopodus pectoralis,499,Snakeskin gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichopodus,Freshwater,Nonnative,Invasive,0.692307692,Aquacultre; Ornamental,LC,,,,1,1,,,dioecism,external,guarders,nesters,,5500,1000,10000,,1.3,,1.4,,2.42,variable,,5.1,,,,23,28,5,,,,FishBase
Trichopsis pumila,12082,Pygmy gourami,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichopsis,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,guarders,nesters,,,,,135,0.4,,0.5,,3.289999962,,,1.1,,,,25,28,3,,,,FishBase
Trichromis salvini,4693,Yellow belly cichlid,1,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichromis,Freshwater,Nonnative,Established,0.5,Ornamental,LC,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,500,550,1.7,,2.3,,3.68,predator,,6.3,,,,22,32,10,,,,FishBase
Trigonopoma pauciperforatum,10373,Redstripe rasbora,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Trigonopoma,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,0.9,,1.2,,3.3,selective plankton feeding,,2.9,,,5,23,25,2,,,,FishBase
